date,day_of_week,workout_type,exercise_raw,exercise_standard,weight_raw,weight_lbs,reps,set_number,volume,has_extender,machine_position,is_synthetic,notes
2026-01-18,Sunday,Torso 1,+DB bench,Dumbbell Bench Press (Paused),85,85.0,12.0,2,1020.0,False,,False,paused
2026-01-18,Sunday,Torso 1,+Dips,Dip (Paused),210,210.0,5.0,1,1050.0,False,,False,paused
2026-01-18,Sunday,Torso 1,+Dips,Dip (Paused),202.5,202.5,3.0,2,607.5,False,,False,paused
2026-01-18,Sunday,Torso 1,Dorian pullover,Dorian Pullover,185,185.0,4.5,1,832.5,False,,False,
2026-01-18,Sunday,Torso 1,Dorian pullover,Dorian Pullover,160,160.0,8.5,2,1360.0,False,,False,
2026-01-18,Sunday,Torso 1,SWG pulldown,Supinated Wide Grip Pulldown,175,175.0,5.0,1,875.0,False,,False,
2026-01-18,Sunday,Torso 1,Avenger row,Avenger Row,242.5,242.5,7.0,1,1697.5,False,,False,
2026-01-18,Sunday,Torso 1,Avenger row,Avenger Row,237.5,237.5,8.0,2,1900.0,False,,False,
2026-01-19,Monday,Arms 1,Preacher,Preacher Curl,117.5,117.5,2.0,1,235.0,False,,False,
2026-01-19,Monday,Arms 1,Preacher,Preacher Curl,112.5,112.5,4.0,2,450.0,False,,False,
2026-01-19,Monday,Arms 1,Preacher,Preacher Curl,32.5,32.5,20.0,3,650.0,False,,False,
2026-01-19,Monday,Arms 1,172.⅚ OVH alt,172.⅚ OVH alt,120,120.0,8.0,1,960.0,False,,False,
2026-01-19,Monday,Arms 1,172.⅚ OVH alt,172.⅚ OVH alt,110,110.0,13.0,2,1430.0,False,,False,
2026-01-19,Monday,Arms 1,Face pulls,Face Pull,FS,,10.0,1,,False,,False,
2026-01-19,Monday,Arms 1,Face pulls,Face Pull,160,160.0,13.0,2,2080.0,False,,False,
2026-01-19,Monday,Arms 1,Avenger lateral,Avenger Lateral Raise,180,180.0,5.0,1,900.0,False,,False,
2026-01-19,Monday,Arms 1,Avenger lateral,Avenger Lateral Raise,170,170.0,8.0,2,1360.0,False,,False,
2026-01-19,Monday,Arms 1,Chins,Chin-up,30,30.0,4.0,1,120.0,False,,False,
2026-01-21,Wednesday,Legs 1,+RDL,Romanian Deadlift (Paused),430,430.0,8.0,1,3440.0,False,,False,paused
2026-01-21,Wednesday,Legs 1,+Flex SL Leg curls,Flex Single Leg Curl (Paused),120,120.0,6.0,1,720.0,False,,False,paused
2026-01-21,Wednesday,Legs 1,+SL pendulum leg press,Single Leg Pendulum Leg Press (Paused),577.5,577.5,6.0,1,3465.0,False,,False,paused
2026-01-21,Wednesday,Legs 1,Leg extensions,Leg Extension,FS,,13.0,1,,True,,False,
2026-01-21,Wednesday,Legs 1,Abductor,Abductor,240,240.0,6.0,1,1440.0,False,,False,
2026-01-22,Thursday,Torso 2,+DB OHP,Dumbbell Overhead Press (Paused),100,100.0,,1,,False,,False,paused
2026-01-22,Thursday,Torso 2,+DB OHP,Dumbbell Overhead Press (Paused),90,90.0,5.0,2,450.0,False,,False,paused
2026-01-22,Thursday,Torso 2,+CG SM BP,Smith Machine Close Grip Bench Press (Paused),230,230.0,,1,,False,,False,paused
2026-01-22,Thursday,Torso 2,+CG SM BP,Smith Machine Close Grip Bench Press (Paused),170,170.0,9.0,2,1530.0,False,,False,paused
2026-01-22,Thursday,Torso 2,Magnum incline bench,Magnum Incline Bench Press,317.5,317.5,6.0,1,1905.0,False,,False,
2026-01-22,Thursday,Torso 2,Magnum incline bench,Magnum Incline Bench Press,292.5,292.5,8.0,2,2340.0,False,,False,
2026-01-22,Thursday,Torso 2,SWG pullups,Supinated Wide Grip Pull-up,35,35.0,3.0,1,105.0,False,,False,
2026-01-22,Thursday,Torso 2,Natilus fly,Nautilus Fly,125,125.0,8.0,1,1000.0,False,,False,
2026-01-22,Thursday,Torso 2,Natilus fly,Nautilus Fly,125,125.0,8.0,2,1000.0,False,,False,
2026-01-22,Thursday,Torso 2,HS Low row,Hammer Strength Low Row,327.5,327.5,5.0,1,1637.5,False,,False,
2026-01-22,Thursday,Torso 2,HS Low row,Hammer Strength Low Row,302.5,302.5,8.0,2,2420.0,False,,False,
2026-01-23,Friday,Arms 2,+Avenger lateral,Avenger Lateral Raise (Paused),180,180.0,8.0,1,1440.0,False,,False,paused
2026-01-23,Friday,Arms 2,RDF,Rear Delt Fly,8,8.0,4.0,1,32.0,False,,False,
2026-01-23,Friday,Arms 2,RDF,Rear Delt Fly,6,6.0,19.0,2,114.0,False,,False,
2026-01-23,Friday,Arms 2,Shrugs,Shrug,392.5,392.5,,1,,False,,False,
2026-01-23,Friday,Arms 2,Cable curls,Cable Curl,145,145.0,14.0,1,2030.0,False,,False,
2026-01-23,Friday,Arms 2,Cable curls,Cable Curl,135,135.0,15.0,2,2025.0,True,,False,
2026-01-25,Sunday,Torso 1,+LVG shoulder,Leverage Shoulder Press (Paused),322.5,322.5,6.0,1,1935.0,False,,False,paused
2026-01-25,Sunday,Torso 1,+LVG shoulder,Leverage Shoulder Press (Paused),302.5,302.5,10.0,2,3025.0,False,,False,paused
2026-01-25,Sunday,Torso 1,+LVG shoulder,Leverage Shoulder Press (Paused),110,110.0,,3,,False,,False,paused
2026-01-25,Sunday,Torso 1,+LVG shoulder,Leverage Shoulder Press (Paused),100,100.0,6.0,4,600.0,False,,False,paused
2026-01-25,Sunday,Torso 1,+Dips,Dip (Paused),219.9,219.9,4.0,1,879.6,False,,False,paused
2026-01-25,Sunday,Torso 1,+Dips,Dip (Paused),130,130.0,10.0,2,1300.0,False,,False,paused
2026-01-25,Sunday,Torso 1,Dorian pullover,Dorian Pullover,185,185.0,5.0,1,925.0,False,,False,
2026-01-25,Sunday,Torso 1,Dorian pullover,Dorian Pullover,160,160.0,11.0,2,1760.0,False,,False,
2026-01-25,Sunday,Torso 1,SWG pulldown,Supinated Wide Grip Pulldown,175,175.0,7.0,1,1225.0,False,,False,
2026-01-25,Sunday,Torso 1,Avenger row,Avenger Row,297.5,297.5,3.0,1,892.5,False,,False,
2026-01-25,Sunday,Torso 1,Avenger row,Avenger Row,242.5,242.5,6.0,2,1455.0,False,,False,
2026-01-25,Sunday,Torso 1,Natilus fly,Nautilus Fly,127.5,127.5,9.0,1,1147.5,False,,False,
2026-01-26,Monday,Arms 1,Face pulls,Face Pull,FS,,9.0,1,,False,,False,
2026-01-26,Monday,Arms 1,Face pulls,Face Pull,170,170.0,12.0,2,2040.0,False,,False,
2026-01-26,Monday,Arms 1,Preacher,Preacher Curl,112.5,112.5,7.0,1,787.5,False,,False,
2026-01-26,Monday,Arms 1,Preacher,Preacher Curl,37.5,37.5,10.0,2,375.0,False,,False,
2026-01-26,Monday,Arms 1,Hammers,Hammer Curl,47.5,47.5,11.0,1,522.5,False,,False,
2026-01-26,Monday,Arms 1,Neck curls,Neck Curl,147.5,147.5,12.0,1,1770.0,False,,False,
2026-01-26,Monday,Arms 1,Neck curls,Neck Curl,112.5,112.5,8.0,2,900.0,False,,False,
2026-01-26,Monday,Arms 1,Avenger lateral,Avenger Lateral Raise,182,182.0,6.0,1,1092.0,False,,False,
2026-01-26,Monday,Arms 1,Avenger lateral,Avenger Lateral Raise,172,172.0,7.0,2,1204.0,False,,False,
2026-01-26,Monday,Arms 1,Chins,Chin-up,30,30.0,5.0,1,150.0,False,,False,
2026-01-28,Wednesday,Legs 1,+RDLs,Romanian Deadlift (Paused),495,495.0,4.0,1,1980.0,False,,False,paused
2026-01-28,Wednesday,Legs 1,+RDLs,Romanian Deadlift (Paused),530,530.0,1.0,2,530.0,False,,False,paused
2026-01-28,Wednesday,Legs 1,Flex SL Leg curls,Flex Single Leg Curl,122.5,122.5,4.0,1,490.0,False,,False,
2026-01-28,Wednesday,Legs 1,Icarian calf,Icarian Calf Raise,240,240.0,4.0,1,960.0,False,,False,
2026-01-28,Wednesday,Legs 1,Icarian calf,Icarian Calf Raise,220,220.0,8.0,2,1760.0,False,,False,
2026-01-28,Wednesday,Legs 1,Avenger abs crunch,Avenger Crunch,126,126.0,3.0,1,378.0,False,,False,
2026-01-28,Wednesday,Legs 1,Avenger abs crunch,Avenger Crunch,116,116.0,7.0,2,812.0,False,,False,
2026-01-29,Thursday,Torso 2,+DB OHP,Dumbbell Overhead Press (Paused),85,85.0,8.0,1,680.0,False,,False,paused
2026-01-29,Thursday,Torso 2,+DB OHP,Dumbbell Overhead Press (Paused),75,75.0,11.0,2,825.0,False,,False,paused
2026-01-29,Thursday,Torso 2,+SM CG BP,Smith Machine Close Grip Bench Press (Paused),240,240.0,1.0,1,240.0,False,,False,paused
2026-01-29,Thursday,Torso 2,+SM CG BP,Smith Machine Close Grip Bench Press (Paused),230,230.0,3.0,2,690.0,False,,False,paused
2026-01-29,Thursday,Torso 2,Magnum incline,Magnum Incline Bench Press,317.5,317.5,4.0,1,1270.0,False,,False,
2026-01-29,Thursday,Torso 2,Magnum incline,Magnum Incline Bench Press,292.5,292.5,7.0,2,2047.5,False,,False,
2026-01-29,Thursday,Torso 2,Natilus fly,Nautilus Fly,145,145.0,12.0,1,1740.0,False,,False,
2026-01-29,Thursday,Torso 2,Natilus fly,Nautilus Fly,155,155.0,8.0,2,1240.0,False,,False,
2026-01-29,Thursday,Torso 2,SA Nat pulldown,Nautilus Single Arm Pulldown,472.5,472.5,4.0,1,1890.0,False,,False,
2026-01-29,Thursday,Torso 2,SA Nat pulldown,Nautilus Single Arm Pulldown,382.5,382.5,10.0,2,3825.0,False,,False,
2026-01-29,Thursday,Torso 2,HS Low row,Hammer Strength Low Row,382.5,382.5,4.0,1,1530.0,False,,False,
2026-01-29,Thursday,Torso 2,HS Low row,Hammer Strength Low Row,317.5,317.5,8.0,2,2540.0,False,,False,
2026-01-29,Thursday,Torso 2,Shrugs,Shrug,392.5,392.5,4.0,1,1570.0,False,,False,
2026-01-29,Thursday,Torso 2,Shrugs,Shrug,317.5,317.5,,2,,False,,False,
2024-07-01,Monday,Upper,AFS Incline smith,AFS Smith Incline Press,225,225.0,3.0,1,675.0,False,,False,
2024-07-01,Monday,Upper,AFS Incline smith,AFS Smith Incline Press,1,1.0,10.0,2,10.0,False,,False,
2024-07-01,Monday,Upper,Dips,Dip,205,205.0,3.0,1,615.0,False,,False,
2024-07-01,Monday,Upper,Dips,Dip,122.5,122.5,7.0,2,857.5,False,,False,
2024-07-01,Monday,Upper,Dips,Dip,25,25.0,14.0,3,350.0,False,,False,
2024-07-01,Monday,Upper,Natilus pulldown,Nautilus Pulldown,382.5,382.5,8.0,1,3060.0,False,,False,
2024-07-01,Monday,Upper,Natilus pulldown,Nautilus Pulldown,297.5,297.5,11.0,2,3272.5,False,,False,
2024-07-01,Monday,Upper,SA Cybex row,Cybex Single Arm Row,FS+10,,6.0,1,,True,,False,
2024-07-01,Monday,Upper,SA Cybex row,Cybex Single Arm Row,270,270.0,12.0,2,3240.0,False,,False,
2024-07-01,Monday,Upper,Bayesian curls,Bayesian Curl,70,70.0,15.0,1,1050.0,False,,False,
2024-07-01,Monday,Upper,Bayesian curls,Bayesian Curl,50,50.0,17.0,2,850.0,False,,False,
2024-07-01,Monday,Upper,+Skulls,Skull Crusher (Paused),25,25.0,13.0,1,325.0,False,,False,paused
2024-07-01,Monday,Upper,+Skulls,Skull Crusher (Paused),20,20.0,14.0,2,280.0,False,,False,paused
2024-07-02,Tuesday,Legs,Cybex hack,Cybex Hack Squat,385,385.0,5.0,1,1925.0,False,,False,
2024-07-02,Tuesday,Legs,Cybex hack,Cybex Hack Squat,332.5,332.5,4.0,2,1330.0,False,,False,
2024-07-02,Tuesday,Legs,+RDLs,Romanian Deadlift (Paused),425,425.0,5.0,1,2125.0,False,,False,paused
2024-07-02,Tuesday,Legs,Strive Leg extensions,Strive Leg Extension,FS+20,,5.0,1,,True,,False,
2024-07-02,Tuesday,Legs,Leg extensions,Leg Extension,FS+25,,4.0,1,,True,,False,
2024-07-02,Tuesday,Legs,+Leg curls,Leg Curl (Paused),FS+30,,5.0,1,,True,,False,paused
2024-07-02,Tuesday,Legs,+Leg curls,Leg Curl (Paused),FS+25,,5.0,2,,True,,False,paused
2024-07-02,Tuesday,Legs,Super ROM Icarian lateral,Icarian Lateral Raise (Super ROM),90,90.0,11.0,1,990.0,False,,False,
2024-07-02,Tuesday,Legs,Super ROM Icarian lateral,Icarian Lateral Raise (Super ROM),80,80.0,10.0,2,800.0,False,,False,
2024-07-02,Tuesday,Legs,Abductor,Abductor,290,290.0,6.0,1,1740.0,False,,False,
2024-07-04,Thursday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),285,285.0,4.5,1,1282.5,False,,False,paused
2024-07-04,Thursday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),270,270.0,6.0,2,1620.0,False,,False,paused
2024-07-04,Thursday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),250,250.0,8.0,3,2000.0,False,,False,paused
2024-07-04,Thursday,Chest and arms,DB curls,Dumbbell Bicep Curl,60,60.0,4.5,1,270.0,False,,False,
2024-07-04,Thursday,Chest and arms,DB curls,Dumbbell Bicep Curl,55,55.0,6.0,2,330.0,False,,False,
2024-07-04,Thursday,Chest and arms,DB OHP,Dumbbell Overhead Press,75,75.0,7.0,1,525.0,False,,False,
2024-07-04,Thursday,Chest and arms,DB OHP,Dumbbell Overhead Press,60,60.0,14.0,2,840.0,False,,False,
2024-07-04,Thursday,Chest and arms,FG Trcp pushdown,Forward Grip Tricep Pushdown,170,170.0,10.0,1,1700.0,False,,False,
2024-07-04,Thursday,Chest and arms,FG Trcp pushdown,Forward Grip Tricep Pushdown,160,160.0,10.0,2,1600.0,False,,False,
2024-07-04,Thursday,Chest and arms,FG Trcp pushdown,Forward Grip Tricep Pushdown,150,150.0,10.0,3,1500.0,False,,False,
2024-07-04,Thursday,Chest and arms,Incline fly,Incline Fly,110,110.0,12.0,1,1320.0,False,,False,
2024-07-04,Thursday,Chest and arms,Incline fly,Incline Fly,90,90.0,13.0,2,1170.0,False,,False,
2024-07-04,Thursday,Chest and arms,Reverse curls,Reverse Curl,27.5,27.5,13.0,1,357.5,False,,False,
2024-07-04,Thursday,Chest and arms,Reverse curls,Reverse Curl,25,25.0,12.0,2,300.0,False,,False,
2024-07-05,Friday,Back,DLs,Deadlift,330,330.0,5.0,1,1650.0,False,,False,
2024-07-05,Friday,Back,DLs,Deadlift,380,380.0,5.0,2,1900.0,False,,False,
2024-07-05,Friday,Back,DLs,Deadlift,435,435.0,8.0,3,3480.0,False,,False,
2024-07-05,Friday,Back,FM Pulldown,Freemotion Pulldown,200,200.0,6.0,1,1200.0,False,,False,
2024-07-05,Friday,Back,FM Pulldown,Freemotion Pulldown,180,180.0,8.0,2,1440.0,False,,False,
2024-07-05,Friday,Back,Strive row,Strive Row,300,300.0,6.0,1,1800.0,False,,False,
2024-07-05,Friday,Back,Strive row,Strive Row,290,290.0,6.0,2,1740.0,False,,False,
2024-07-05,Friday,Back,NG pull ups,Neutral Grip Pull-up,142.5,142.5,4.0,1,570.0,False,,False,
2024-07-05,Friday,Back,NG pull ups,Neutral Grip Pull-up,127.5,127.5,5.0,2,637.5,False,,False,
2024-07-05,Friday,Back,Lat cable row,Cable Lat Row,12,12.0,11.0,1,132.0,False,,False,
2024-07-05,Friday,Back,Lat cable row,Cable Lat Row,11,11.0,12.0,2,132.0,False,,False,
2024-07-06,Saturday,Bro day,Nat Pushdown,Nautilus Tricep Pushdown,75,75.0,13.0,1,975.0,False,,False,
2024-07-06,Saturday,Bro day,Nat Pushdown,Nautilus Tricep Pushdown,65,65.0,15.0,2,975.0,False,,False,
2024-07-06,Saturday,Bro day,+JM press,JM Press (Paused),152.5,152.5,4.0,1,610.0,False,,False,paused
2024-07-06,Saturday,Bro day,+JM press,JM Press (Paused),145,145.0,5.0,2,725.0,False,,False,paused
2024-07-06,Saturday,Bro day,Cybex lateral,Cybex Lateral Raise,170,170.0,4.0,1,680.0,False,,False,
2024-07-06,Saturday,Bro day,Cybex lateral,Cybex Lateral Raise,155,155.0,5.0,2,775.0,False,,False,
2024-07-06,Saturday,Bro day,Cybex lateral,Cybex Lateral Raise,150,150.0,7.0,3,1050.0,False,,False,
2024-07-06,Saturday,Bro day,Cable Hammer curls,Cable Hammer Curl,180,180.0,7.0,1,1260.0,False,,False,
2024-07-06,Saturday,Bro day,Cable Hammer curls,Cable Hammer Curl,160,160.0,8.0,2,1280.0,False,,False,
2024-07-06,Saturday,Bro day,Rope OVH ext,Rope Overhead Extension,80,80.0,11.0,1,880.0,False,,False,
2024-07-06,Saturday,Bro day,Upright row,Upright Row,30,30.0,16.0,1,480.0,False,,False,
2024-07-06,Saturday,Bro day,Upright row,Upright Row,25,25.0,17.0,2,425.0,False,,False,
2024-07-06,Saturday,Bro day,HS crunch,Hammer Strength Crunch,110,110.0,6.0,1,660.0,False,,False,
2024-07-06,Saturday,Bro day,HS crunch,Hammer Strength Crunch,90,90.0,10.0,2,900.0,False,,False,
2024-07-06,Saturday,Bro day,Ab curl,Ab Curl,100,100.0,5.0,1,500.0,False,,False,
2024-07-08,Monday,Upper,AFS Incline smith,AFS Smith Incline Press,225,225.0,3.0,1,675.0,False,,False,
2024-07-08,Monday,Upper,AFS Incline smith,AFS Smith Incline Press,1,1.0,5.0,2,5.0,False,,False,
2024-07-08,Monday,Upper,AFS Incline smith,AFS Smith Incline Press,1,1.0,10.0,3,10.0,False,,False,
2024-07-08,Monday,Upper,Dips,Dip,205,205.0,4.0,1,820.0,False,,False,
2024-07-08,Monday,Upper,Dips,Dip,122.5,122.5,8.0,2,980.0,False,,False,
2024-07-08,Monday,Upper,Dips,Dip,25,25.0,15.0,3,375.0,False,,False,
2024-07-08,Monday,Upper,Nat SA pulldown,Nautilus Single Arm Pulldown,387.5,387.5,4.0,1,1550.0,False,,False,
2024-07-08,Monday,Upper,Nat SA pulldown,Nautilus Single Arm Pulldown,297.5,297.5,12.0,2,3570.0,False,,False,
2024-07-08,Monday,Upper,Cybex row,Cybex Row,FS+15,,5.0,1,,True,,False,
2024-07-08,Monday,Upper,Cybex row,Cybex Row,280,280.0,10.0,2,2800.0,False,,False,
2024-07-08,Monday,Upper,Bayesian curls,Bayesian Curl,70,70.0,16.0,1,1120.0,False,,False,
2024-07-09,Tuesday,Legs,Cybex hack,Cybex Hack Squat,387.5,387.5,4.0,1,1550.0,False,,False,
2024-07-09,Tuesday,Legs,Cybex hack,Cybex Hack Squat,332.5,332.5,5.0,2,1662.5,False,,False,
2024-07-09,Tuesday,Legs,Cybex hack,Cybex Hack Squat,322.5,322.5,5.0,3,1612.5,False,,False,
2024-07-09,Tuesday,Legs,+RDLs,Romanian Deadlift (Paused),425,425.0,6.0,1,2550.0,False,,False,paused
2024-07-10,Wednesday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),287.5,287.5,4.0,1,1150.0,False,,False,paused
2024-07-10,Wednesday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),270,270.0,6.0,2,1620.0,False,,False,paused
2024-07-10,Wednesday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),255,255.0,6.0,3,1530.0,False,,False,paused
2024-07-10,Wednesday,Chest and arms,DB curls,Dumbbell Bicep Curl,60,60.0,5.0,1,300.0,False,,False,
2024-07-10,Wednesday,Chest and arms,DB curls,Dumbbell Bicep Curl,50,50.0,5.0,2,250.0,False,,False,
2024-07-10,Wednesday,Chest and arms,DB OHP,Dumbbell Overhead Press,80,80.0,5.0,1,400.0,False,,False,
2024-07-10,Wednesday,Chest and arms,DB OHP,Dumbbell Overhead Press,65,65.0,11.0,2,715.0,False,,False,
2024-07-10,Wednesday,Chest and arms,FG Trcp pushdown,Forward Grip Tricep Pushdown,170,170.0,11.0,1,1870.0,False,,False,
2024-07-10,Wednesday,Chest and arms,FG Trcp pushdown,Forward Grip Tricep Pushdown,160,160.0,11.0,2,1760.0,False,,False,
2024-07-10,Wednesday,Chest and arms,FG Trcp pushdown,Forward Grip Tricep Pushdown,150,150.0,11.0,3,1650.0,False,,False,
2024-07-10,Wednesday,Chest and arms,Incline chest fly,Incline Fly,110,110.0,13.0,1,1430.0,False,,False,
2024-07-10,Wednesday,Chest and arms,Incline chest fly,Incline Fly,100,100.0,8.0,2,800.0,False,,False,
2024-07-12,Friday,Back,DLs,Deadlift,335,335.0,3.0,1,1005.0,False,,False,
2024-07-12,Friday,Back,DLs,Deadlift,405,405.0,3.0,2,1215.0,False,,False,
2024-07-12,Friday,Back,FM Pulldown,Freemotion Pulldown,200,200.0,7.0,1,1400.0,False,,False,
2024-07-12,Friday,Back,FM Pulldown,Freemotion Pulldown,180,180.0,8.5,2,1530.0,False,,False,
2024-07-12,Friday,Back,Strive row,Strive Row,305,305.0,4.0,1,1220.0,False,,False,
2024-07-12,Friday,Back,Strive row,Strive Row,290,290.0,7.0,2,2030.0,False,,False,
2024-07-12,Friday,Back,NG pull ups,Neutral Grip Pull-up,145,145.0,3.0,1,435.0,False,,False,
2024-07-12,Friday,Back,NG pull ups,Neutral Grip Pull-up,130,130.0,3.5,2,455.0,False,,False,
2024-07-12,Friday,Back,NG cable row,Neutral Grip Cable Row,12,12.0,12.0,1,144.0,False,,False,
2024-07-12,Friday,Back,NG cable row,Neutral Grip Cable Row,11,11.0,13.0,2,143.0,False,,False,
2024-07-13,Saturday,Bro day,Supported SA tricep pushdowns,Supported Single Arm Tricep Pushdown,50,50.0,15.0,1,750.0,False,,False,
2024-07-13,Saturday,Bro day,Supported SA tricep pushdowns,Supported Single Arm Tricep Pushdown,40,40.0,18.0,2,720.0,False,,False,
2024-07-13,Saturday,Bro day,+JM press,JM Press (Paused),152.5,152.5,5.0,1,762.5,False,,False,paused
2024-07-13,Saturday,Bro day,+JM press,JM Press (Paused),BF1PPs,,8.0,2,,False,,False,paused
2024-07-13,Saturday,Bro day,Preacher curls,Preacher Curl,27.5,27.5,3.0,1,82.5,False,,False,
2024-07-13,Saturday,Bro day,Preacher curls,Preacher Curl,25,25.0,3.0,2,75.0,False,,False,
2024-07-13,Saturday,Bro day,Preacher curls,Preacher Curl,20,20.0,6.0,3,120.0,False,,False,
2024-07-13,Saturday,Bro day,Hammer curls,Hammer Curl,180,180.0,8.0,1,1440.0,False,,False,
2024-07-13,Saturday,Bro day,Hammer curls,Hammer Curl,160,160.0,9.0,2,1440.0,False,,False,
2024-07-13,Saturday,Bro day,Cybex lateral,Cybex Lateral Raise,170,170.0,5.0,1,850.0,False,,False,
2024-07-13,Saturday,Bro day,Cybex lateral,Cybex Lateral Raise,155,155.0,5.5,2,852.5,False,,False,
2024-07-14,Sunday,Upper,AFS Incline smith,AFS Smith Incline Press,225,225.0,2.0,1,450.0,False,,False,
2024-07-14,Sunday,Upper,AFS Incline smith,AFS Smith Incline Press,1,1.0,5.0,2,5.0,False,,False,
2024-07-14,Sunday,Upper,AFS Incline smith,AFS Smith Incline Press,1,1.0,11.0,3,11.0,False,,False,
2024-07-14,Sunday,Upper,Dips,Dip,207.5,207.5,3.0,1,622.5,False,,False,
2024-07-14,Sunday,Upper,Dips,Dip,122.5,122.5,10.0,2,1225.0,False,,False,
2024-07-14,Sunday,Upper,Dips,Dip,25,25.0,17.0,3,425.0,False,,False,
2024-07-14,Sunday,Upper,Natilus SA pulldown,Nautilus Single Arm Pulldown,387.5,387.5,5.0,1,1937.5,False,,False,
2024-07-14,Sunday,Upper,Natilus SA pulldown,Nautilus Single Arm Pulldown,297.5,297.5,13.0,2,3867.5,False,,False,
2024-07-14,Sunday,Upper,Cybex SA row,Cybex Single Arm Row,FS+15,,6.0,1,,True,,False,
2024-07-14,Sunday,Upper,Cybex SA row,Cybex Single Arm Row,270,270.0,13.0,2,3510.0,False,,False,
2024-07-14,Sunday,Upper,Bayesian curls,Bayesian Curl,70,70.0,17.0,1,1190.0,False,,False,
2024-07-14,Sunday,Upper,OVH ext,Overhead Extension,30,30.0,5.0,1,150.0,False,,False,
2024-07-14,Sunday,Upper,OVH ext,Overhead Extension,25,25.0,9.0,2,225.0,False,,False,
2024-07-14,Sunday,Upper,BB curls,Barbell Curl,30,30.0,6.0,1,180.0,False,,False,
2024-07-14,Sunday,Upper,BB curls,Barbell Curl,25,25.0,9.0,2,225.0,False,,False,
2024-07-16,Tuesday,Legs,Cybex hack,Cybex Hack Squat,387.5,387.5,5.0,1,1937.5,False,,False,
2024-07-16,Tuesday,Legs,Cybex hack,Cybex Hack Squat,332.5,332.5,6.0,2,1995.0,False,,False,
2024-07-16,Tuesday,Legs,Cybex hack,Cybex Hack Squat,325,325.0,4.0,3,1300.0,False,,False,
2024-07-16,Tuesday,Legs,+RDLs,Romanian Deadlift (Paused),430,430.0,4.0,1,1720.0,False,,False,paused
2024-07-16,Tuesday,Legs,Strive Leg extensions,Strive Leg Extension,472.5,472.5,8.0,1,3780.0,False,,False,
2024-07-16,Tuesday,Legs,Leg curl,Leg Curl,FS+25,,6.0,1,,True,,False,
2024-07-16,Tuesday,Legs,Icarian lateral,Icarian Lateral Raise,FS,,5.0,1,,False,,False,
2024-07-16,Tuesday,Legs,Icarian lateral,Icarian Lateral Raise,80,80.0,10.0,2,800.0,False,,False,
2024-07-17,Wednesday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),290,290.0,4.0,1,1160.0,False,,False,paused
2024-07-17,Wednesday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),270,270.0,7.0,2,1890.0,False,,False,paused
2024-07-17,Wednesday,Chest and arms,+Strive chest press,Strive Chest Press (Paused),255,255.0,5.0,3,1275.0,False,,False,paused
2024-07-17,Wednesday,Chest and arms,Preacher curls,Preacher Curl,27.5,27.5,4.0,1,110.0,False,,False,
2024-07-17,Wednesday,Chest and arms,Preacher curls,Preacher Curl,25,25.0,4.0,2,100.0,False,,False,
2024-07-17,Wednesday,Chest and arms,DB OHP,Dumbbell Overhead Press,70,70.0,,1,,False,,False,
2024-07-17,Wednesday,Chest and arms,DB OHP,Dumbbell Overhead Press,55,55.0,,2,,False,,False,
2024-07-17,Wednesday,Chest and arms,Trcp pushdown,Tricep Pushdown,170,170.0,12.0,1,2040.0,False,,False,
2024-07-17,Wednesday,Chest and arms,Trcp pushdown,Tricep Pushdown,160,160.0,11.0,2,1760.0,False,,False,
2024-07-17,Wednesday,Chest and arms,Incline fly,Incline Fly,120,120.0,8.0,1,960.0,False,,False,
2024-07-17,Wednesday,Chest and arms,Incline fly,Incline Fly,110,110.0,9.0,2,990.0,False,,False,
2024-07-17,Wednesday,Chest and arms,Incline fly,Incline Fly,100,100.0,9.0,3,900.0,False,,False,
2024-07-17,Wednesday,Chest and arms,Reverse curls,Reverse Curl,27.5,27.5,15.0,1,412.5,False,,False,
2024-07-17,Wednesday,Chest and arms,Reverse curls,Reverse Curl,25,25.0,12.0,2,300.0,False,,False,
2024-07-18,Thursday,Back,DLs,Deadlift,380,380.0,5.0,1,1900.0,False,,False,
2024-07-18,Thursday,Back,DLs,Deadlift,430,430.0,3.0,2,1290.0,False,,False,
2024-07-18,Thursday,Back,DLs,Deadlift,485,485.0,4.0,3,1940.0,False,,False,
2024-07-18,Thursday,Back,FM Pulldown,Freemotion Pulldown,200,200.0,8.0,1,1600.0,False,,False,
2024-07-18,Thursday,Back,FM Pulldown,Freemotion Pulldown,180,180.0,9.0,2,1620.0,False,,False,
2024-07-18,Thursday,Back,Strive row,Strive Row,305,305.0,5.0,1,1525.0,False,,False,
2024-07-18,Thursday,Back,Strive row,Strive Row,295,295.0,5.0,2,1475.0,False,,False,
2024-07-18,Thursday,Back,NG pull ups,Neutral Grip Pull-up,145,145.0,4.0,1,580.0,False,,False,
2024-07-18,Thursday,Back,NG pull ups,Neutral Grip Pull-up,130,130.0,4.0,2,520.0,False,,False,
